year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2012,Audi,R8,4.2 quattro,Coupe,automatic,wuaauafg1cn002532,ca,39,11740,gray,black,the hertz corporation,91000,91000,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c57cf340727,ca,47,44099,white,—,financial services remarketing (lease),23300,23250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,automatic,wbake3c53ce769664,ca,4,36013,black,black,financial services remarketing (lease),21900,21000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f44cc006621,ca,45,23568,white,gray,ahfc/honda lease trust/hvt  inc. eot,17450,19100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,automatic,wbake5c53ce755730,ca,44,47581,white,off-white,financial services remarketing (lease),20900,21250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,7 Series,740i,Sedan,automatic,wbaka4c51cds99397,ca,46,46766,black,black,financial services remarketing (lease),34000,33750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,bmw,750li,750li,,automatic,wbakb8c5xcc964159,ca,39,29564,white,black,financial services remarketing (lease),45600,47000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c5xcdw92356,ca,42,50727,white,black,high bid trading co inc,28400,26750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Audi,A6,3.0T Premium quattro,Sedan,automatic,wauggafc6cn169316,ca,42,44002,black,black,trade in solutions irvine,28400,30000,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c51cf256869,ca,28,54355,gray,black,walters auto sales/service inc,22000,22000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c53cdl70302,ca,34,44067,black,—,financial services remarketing (lease),43000,42250,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,bmw,750li,750li,,automatic,wbakb8c53cc963094,ca,47,32267,blue,gray,financial services remarketing (lease),45700,45000,Thu Jan 15 2015 12:30:00 GMT-0800 (PST)
2012,bmw,750li,750li,,automatic,wbakb8c52cc962471,ca,41,53746,black,black,financial services remarketing (lease),38800,39500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c57ce728595,ca,43,26425,blue,brown,financial services remarketing (lease),29000,29000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Acura,MDX,Technology Package,SUV,automatic,2hnyd2h34ch534405,ca,47,36533,brown,beige,desert auto trade,29300,30750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,,,,,automatic,wbakc8c50cc435719,ca,24,27709,—,black,bmw of bakersfield,41800,33750,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2012,BMW,X3,xDrive28i,SUV,automatic,5uxwx5c52cl721643,ca,37,37120,black,red,l m auto wholesale,27700,27500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c53cdl73376,ca,37,23496,white,black,financial services remarketing (lease),49800,51250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f42cc009324,ca,27,33771,black,beige,ahfc/honda lease trust/hvt  inc. eot,16900,16200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c51cdy28437,ca,44,43260,black,black,high bid trading co inc,29900,27750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,7 Series,740Li,Sedan,automatic,wbakb4c58cc576081,ca,38,38006,gray,black,financial services remarketing (lease),38700,37500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,MINI,Cooper Clubman,Base,Hatchback,automatic,wmwzf3c57ct189809,ca,38,21924,red,black,high bid trading co inc,14250,12600,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c50cfj88662,ca,,57117,gray,—,onemain rem/manheim san francisco bay,22400,17500,Wed Dec 17 2014 00:00:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c58cdl72739,ca,43,30156,white,—,financial services remarketing (lease),48200,48500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,bmw,750li,750li,,automatic,wbakb8c51cc965121,ca,34,49972,white,gray,financial services remarketing (lease),39800,40500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c57ce728838,ca,47,17453,blue,black,financial services remarketing (lease),30300,31250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c55cdl72357,ca,39,26391,white,—,financial services remarketing (lease),49100,51500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,1 Series,128i,Convertible,automatic,wbaun1c5xcvr00070,ca,47,30653,black,black,financial services remarketing (lease),23500,22000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,X3,xDrive28i,SUV,automatic,5uxwx5c56cl725811,ca,42,42148,gray,gray,financial services remarketing (lease),25700,29000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,bmw,750i,750i,,automatic,wbaka8c58cdx01066,ca,19,44274,black,black,financial services remarketing (lease),33300,33250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Acura,TL,Technology Package,Sedan,automatic,19uua8f55ca013536,ca,37,57367,black,black,ahfc/honda lease trust/hvt  inc. eot,19000,18000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Audi,S5,Premium Plus quattro,Coupe,automatic,waucvafr9ca017644,ca,37,22938,black,black,high bid trading co inc,35700,36500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Audi,Q5,3.2 Premium Plus quattro,SUV,automatic,wa1dkafp9ca031827,ca,41,38750,black,black,high bid trading co inc,31800,31250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,bmw,750i,xdr 750i xdriv,,automatic,wbakc6c56cc396445,ca,47,15452,beige,gray,financial services remarketing (lease),42800,41500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,bmw,750li,750li,,automatic,wbakb8c59cc964427,ca,42,43022,white,black,financial services remarketing (lease),41800,43750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Acura,MDX,Technology and Entertainment Packages,SUV,automatic,2hnyd2h46ch518845,ca,41,37587,white,beige,trade in solutions irvine,29200,31000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,BMW,7 Series,740i,Sedan,automatic,wbaka4c55cc613607,ca,43,47390,black,black,financial services remarketing (lease),33100,34250,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,BMW,5 Series,550i,Sedan,automatic,wbafr9c52cdv58955,ca,4,43662,gray,gray,financial services remarketing (lease),38400,36500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Audi,A6,3.0T Premium quattro,Sedan,automatic,waubgafc5cn004304,ca,41,47513,white,brown,fratelli investment group,28500,28750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,bmw,750li,750li,,automatic,wbakb8c52cc963717,ca,38,43648,blue,beige,autobahn west enterprises inc,41600,40000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,7 Series,740Li,Sedan,automatic,wbakb4c5xcc576390,ca,45,29460,black,black,financial services remarketing (lease),40700,40500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c54cc808772,ca,44,37915,black,black,financial services remarketing (lease),33500,34000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f82cc003672,ca,46,91532,black,black,high bid trading co inc,15650,15000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,automatic,wbake5c5xce755675,ca,39,38166,white,—,financial services remarketing (lease),21600,22750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Audi,A4,2.0T Premium quattro,Sedan,automatic,waubfafl7ca093223,ca,38,39272,blue,black,california auto exchange,19500,20250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c54cf341317,ca,41,30875,white,—,financial services remarketing (lease),25700,41000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c50ce729202,ca,27,26285,gray,gray,financial services remarketing (lease),28800,26500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c5xcdl71849,ca,28,36051,gray,black,financial services remarketing (lease),46400,42900,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Acura,ZDX,Technology Package,Hatchback,automatic,2hnyb1h47ch500760,ca,37,48115,black,—,high bid trading co inc,27000,28000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Audi,A4,2.0T Premium quattro,Sedan,automatic,waubfafl9cn004681,ca,38,48158,blue,gray,fratelli investment group,18650,19500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,6 Series,640i,Convertible,automatic,wbalw7c54cc618689,ca,42,37688,white,—,financial services remarketing (lease),44200,45500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c50ce728518,ca,47,35006,white,tan,financial services remarketing (lease),27800,27300,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c56cdw24135,ca,46,35638,blue,gray,financial services remarketing (lease),31500,31500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c52cdu59166,ca,33,26936,gray,gray,financial services remarketing (lease),35800,34500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,640i,Coupe,automatic,wbalw3c59cc891863,ca,41,50362,white,white,high bid trading co inc,40500,42000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,bmw,750li,750li,,automatic,wbakb8c54cc963069,ca,49,46501,black,black,financial services remarketing (lease),40800,42500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Acura,MDX,Base,SUV,automatic,2hnyd2h22ch514452,ca,36,34643,gray,black,ahfc/honda lease trust/hvt  inc. eot,26600,27000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c5xcc808193,ca,28,36773,black,black,financial services remarketing (lease),33700,32500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c55cdl71077,ca,48,25070,silver,—,financial services remarketing (lease),49400,50000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab3cn322875,ca,35,65600,gray,black,dtg operations inc,7875,8300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,E-Series Wagon,E-350 Super Duty XL,Van,,1fbss3bl8cdb20464,ca,2,42804,white,gray,enterprise vehicle exchange / tra / rental / tulsa,16150,16000,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Ford,Escape,Limited,SUV,automatic,1fmcu0eg0ckb55384,ca,35,45035,gray,beige,ford motor credit company llc pd,15450,14100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab7cn259165,ca,35,38669,black,black,dtg operations inc,8975,9400,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc5cba41602,ca,46,20035,gray,black,ford motor credit company llc pd,20700,20800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,X5,xDrive35i Premium,SUV,automatic,5uxzv4c56cl763245,ca,38,39302,black,gray,financial services remarketing (lease),36100,39750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Cadillac,SRX,Base,SUV,automatic,3gyfnge34cs551059,ca,35,64568,black,gray,us bank,16350,15750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcpcse06cg246240,ca,28,32104,silver,black,california republic bank,23300,23000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Edge,SEL,SUV,automatic,2fmdk4jc4cba12890,ca,46,41115,white,gray,ford motor credit company llc pd,19800,22100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Focus,Titanium,Hatchback,automatic,1fahp3n21cl330426,ca,3,26747,red,black,remarketing by ge/chase lease remarketing co,12900,14000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Flex,Limited,Wagon,,2fmgk5dc5cbd10752,ca,,53527,silver,—,onemain rem/manheim southern california,19350,16750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,Z4,sDrive28i,Convertible,automatic,wball5c57ce716603,ca,45,19767,black,black,financial services remarketing (lease),31000,32000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,X5,xDrive35d,SUV,automatic,5uxzw0c51cl663432,ca,36,38715,black,beige,financial services remarketing (lease),36400,34000,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,LT Fleet,Sedan,automatic,1g1pe5sc1c7112914,ca,39,69407,white,gray,hoehn honda,7950,9000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Traverse,LS,SUV,automatic,1gnkveed2cj170787,ca,4,41873,white,gray,merchants automotive group,16600,18200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Malibu,LS Fleet,Sedan,automatic,1g1za5e0xcf381988,ca,29,67196,black,gray,the hertz corporation,8425,9300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Focus,Titanium,Hatchback,automatic,1fahp3n22cl337238,ca,39,29499,black,black,ford motor credit company llc pd,12900,14900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Focus,SE,Sedan,automatic,1fahp3f21cl196273,ca,3,64750,red,black,remarketing by ge/chase lease remarketing co,8150,8500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kvcg7cf125051,ca,29,38079,white,—,merchants automotive group,24900,24750,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,1ft8w3bt7cea57572,ca,42,31076,gray,black,us bank,41800,44750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Buick,Enclave,Leather Group,SUV,automatic,5gakrced3cj124033,ca,37,21147,silver,black,fiserv/usb dealer services northstar exchange,25800,24500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Fiesta,SES,Hatchback,automatic,3fadp4fj9cm137823,ca,25,38159,white,black,star ford lincoln,9250,5500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,LT Fleet,Sedan,automatic,1g1pe5sc8c7272918,ca,27,60360,white,black,jpmorgan chase bank n.a.,8300,8800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Escape,Limited,SUV,,1fmcu9eg8ckb92798,ca,2,65503,white,beige,hertz damaged liquidation,15200,6000,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2012,FIAT,500,Sport,Hatchback,manual,3c3cffbr5ct382578,ca,28,37547,black,black,nvp remarketing,8575,8000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,BMW,X5,xDrive35i Premium,SUV,automatic,5uxzv4c51cl889822,ca,33,56780,black,black,myrddin fleet services,30200,30000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Chrysler,200,LX,Sedan,automatic,1c3ccbab5cn208287,ca,21,55277,black,black,dtg operations inc,8750,6900,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Focus,SEL,Hatchback,automatic,1fahp3m26cl436775,ca,39,68306,white,black,mars auto,8700,8200,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Fiesta,SE,Hatchback,manual,3fadp4ej1cm105661,ca,37,36404,red,black,ford motor credit company llc pd,8700,8200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc3cba19503,ca,48,27952,burgundy,—,walters auto sales/service inc,19850,20000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc6cba33928,ca,41,31495,blue,black,ford motor credit company llc pd,19550,18300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Escape,XLS,SUV,automatic,1fmcu0c7xckb67643,ca,45,84062,blue,gray,ford motor credit company llc pd,9250,9900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Dodge,Journey,SXT,SUV,automatic,3c4pdcbgxct207887,ca,19,46816,silver,black,wheels exchange llc,12350,14400,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2012,Ford,Edge,SE,SUV,automatic,2fmdk3gc4cba60486,ca,45,67529,silver,black,ford motor credit company llc pd,12900,10800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Focus,SEL,Sedan,automatic,1fahp3h27cl120201,ca,37,89575,red,tan,wells fargo dealer services,7475,9000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,Z4,sDrive28i,Convertible,automatic,wball5c56ce716642,ca,37,41179,black,black,financial services remarketing (lease),30300,27500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Dodge,Charger,SRT8,Sedan,automatic,2c3cdxej5ch103303,ca,37,27842,black,black,high bid trading co inc,31600,34750,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Ford,Flex,SE,Wagon,automatic,2fmgk5bcxcbd20762,ca,36,34682,gray,gray,ford motor credit company llc,16500,18100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Flex,Limited,Wagon,automatic,2fmhk6dt5cbd09627,ca,39,44712,black,black,ford motor credit company llc pd,23800,24800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,X5,xDrive50i,SUV,automatic,5uxzv8c51cl423542,ca,43,37269,gray,black,ge fleet services for itself/servicer,36500,36500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,ford,e350,wagon v8 xlt,,automatic,1fdne3bl8cda87395,ca,35,84186,white,gray,vpsi  inc,12200,10300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,LS,Sedan,manual,1g1pd5sh5c7328067,ca,31,53563,silver,black,balboa thrift & loan association,8050,7500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,BMW,X5,xDrive35d,SUV,automatic,5uxzw0c59cl664537,ca,38,24720,gray,black,financial services remarketing (lease),38600,42500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Camaro,LT,Convertible,automatic,2g1fc3d31c9123218,ca,29,35815,silver,gray,tdaf remarketing,16900,16100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Equinox,LT,SUV,automatic,2gnfleek0c6316896,ca,35,80435,silver,black,wheels exchange llc,12500,12400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chrysler,300,S V6,Sedan,automatic,2c3ccabg6ch183090,ca,43,27368,gray,black,orange county's credit union,21300,22000,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2012,Ford,F-150,XLT,SuperCrew,,1ftew1cm9ckd05952,ca,46,51189,gray,gray,ford motor credit company llc pd,19700,20200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Explorer,Base,SUV,automatic,1fmhk7b83cga31940,ca,19,44896,black,tan,galpin ford studio rentals,16550,19250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Escape,Limited,SUV,automatic,1fmcu0eg8cka50169,ca,24,35488,gray,black,premium auto wholesale,16000,14000,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2012,BMW,X5,xDrive35d,SUV,,5uxzw0c57cl671289,ca,4,33400,gray,—,bmw of riverside,33200,28250,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
2012,FIAT,500,C Pop,Convertible,manual,3c3cffdr3ct355098,ca,43,27596,green,black,san diego sports cars,8725,10000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,BMW,X3,xDrive28i,SUV,automatic,5uxwx5c50cl724217,ca,45,50002,gray,black,financial services remarketing (lease),25600,26000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Malibu,LS Fleet,Sedan,automatic,1g1za5e04cf380576,ca,4,58781,white,gray,the hertz corporation/gm,8925,10000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Buick,Enclave,Leather Group,SUV,automatic,5gakrced0cj149925,ca,41,34807,beige,beige,fiserv/usb dealer services northstar exchange,24100,22000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Captiva Sport,LTZ Fleet,SUV,automatic,3gnfl4e53cs609522,ca,3,58112,silver,black,the hertz corporation/gm,11900,11900,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e30c1116290,ca,41,56524,white,black,cig financial,9350,9200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kvcg3cf136273,ca,29,61464,white,black,merchants automotive group,22600,22500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Cadillac,Escalade,Luxury,SUV,automatic,1gys3bef3cr133032,ca,36,35551,black,black,fiserv/usb dealer services northstar exchange,36600,36500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Escape,Limited,SUV,automatic,1fmcu0e7xckc08558,ca,47,30843,white,beige,ford motor credit company llc pd,15750,16000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Dodge,Grand Caravan,American Value Package,Minivan,automatic,2c4rdgbgxcr138394,ca,44,97805,silver,black,wheels exchange llc,7975,8900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pf5sc5c7318718,ca,42,26691,white,gray,ge fleet services for itself/servicer,10450,11500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg2cr308102,ca,29,54064,black,beige,tdaf remarketing,10650,11750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Edge,Limited,SUV,automatic,2fmdk3kc0cba63263,ca,42,24065,black,black,ford motor credit company llc pd,21100,23000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Chrysler,200,LX,Sedan,automatic,1c3ccbab7cn236141,ca,,1,gray,black,santander consumer,10450,1300,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2012,Ford,Edge,SE,SUV,automatic,2fmdk3g93cba04334,ca,45,30801,white,beige,ford motor credit company llc pd,15400,16600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
